TimeSeriesLength,Accuracy
1,0.8362544628367413
1,0.7880558260305096
1,0.8610840636157092
1,0.8904576436222006
1,0.8862382343395001
1,0.7760467380720545
1,0.7861084063615709
1,0.7865952612788056
1,0.8266796494644596
1,0.6815968841285297
1,0.8907822135670237
1,0.8544303797468354
1,0.894677052904901
1,0.8920804933463161
1,0.8438818565400844
1,0.8799091204154496
1,0.8643297630639403
1,0.723790976955534
1,0.7585199610516066
1,0.881207400194742
1,0.8893216488153197
1,0.7943849399545602
1,0.8390133073677377
1,0.8526452450503084
1,0.7882181110029212
1,0.7766958779617007
1,0.8427458617332035
1,0.8518338201882506
1,0.8344693281402142
1,0.8625446283674132
1,0.6536838688737423
1,0.817429406037001
1,0.8537812398571892
1,0.827977929243752
1,0.7246024018175917
1,0.8628691983122363
1,0.7512171372930867
1,0.8544303797468354
1,0.8808828302499189
1,0.8912690684842584
1,0.8760142810775722
1,0.8208373904576436
1,0.8024991885751379
1,0.8792599805258033
1,0.8935410580980201
1,0.8300876338851022
1,0.8592989289191821
1,0.8808828302499189
1,0.8602726387536515
1,0.8313859136643946
2,0.8659526127880558
2,0.8261927945472249
2,0.8505355404089582
2,0.8760142810775722
2,0.853132099967543
2,0.7865952612788056
2,0.8592989289191821
2,0.8808828302499189
2,0.8729308666017527
2,0.8414475819539111
2,0.8471275559883155
2,0.8549172346640701
2,0.8534566699123661
2,0.8468029860434924
2,0.8547549496916585
2,0.8369036027263875
2,0.8195391106783512
2,0.8674131775397598
2,0.8825056799740344
2,0.8552418046088932
2,0.8609217786432977
2,0.8591366439467706
2,0.8669263226225251
2,0.8763388510223953
2,0.8580006491398896
2,0.8373904576436222
2,0.861895488477767
2,0.824732229795521
2,0.8395001622849724
2,0.8372281726712106
2,0.8362544628367413
2,0.8373904576436222
2,0.857838364167478
2,0.8670886075949367
2,0.8455047062641999
2,0.7783187276858163
2,0.8537812398571892
2,0.8484258357676079
2,0.8558909444985394
2,0.8654657578708211
2,0.8644920480363518
2,0.8364167478091529
2,0.8592989289191821
2,0.8409607270366765
2,0.863356053229471
2,0.8555663745537163
2,0.857513794222655
2,0.8627069133398247
2,0.8417721518987342
2,0.8278156442713405
3,0.879746835443038
3,0.8609217786432977
3,0.8752028562155144
3,0.8670886075949367
3,0.8802336903602727
3,0.8567023693605972
3,0.8519961051606622
3,0.8698474521259332
3,0.8592989289191821
3,0.8568646543330087
3,0.877150275884453
3,0.8868873742291464
3,0.8714703018500487
3,0.8636806231742941
3,0.8711457319052256
3,0.8661148977604674
3,0.8599480688088283
3,0.8708211619604025
3,0.8722817267121065
3,0.8708211619604025
3,0.8704965920155794
3,0.8682246024018176
3,0.83089905874716
3,0.8636806231742941
3,0.8672508925673482
3,0.8432327166504382
3,0.8677377474845829
3,0.8641674780915287
3,0.8763388510223953
3,0.8761765660499837
3,0.8883479389808504
3,0.8602726387536515
3,0.8328464784160987
3,0.8641674780915287
3,0.8648166179811749
3,0.8868873742291464
3,0.8677377474845829
3,0.8777994157740994
3,0.872444011684518
3,0.8675754625121713
3,0.8891593638429082
3,0.8872119441739695
3,0.8672508925673482
3,0.8711457319052256
3,0.8641674780915287
3,0.8883479389808504
3,0.8482635507951963
3,0.8122362869198312
3,0.8274910743265174
3,0.8146705615060046
4,0.8745537163258682
4,0.8769879909120415
4,0.8664394677052905
4,0.8636806231742941
4,0.8813696851671535
4,0.8591366439467706
4,0.8727685816293411
4,0.8851022395326192
4,0.8774748458292763
4,0.870983446932814
4,0.8842908146705615
4,0.8799091204154496
4,0.8766634209672184
4,0.8765011359948068
4,0.8745537163258682
4,0.8690360272638754
4,0.8722817267121065
4,0.8769879909120415
4,0.879746835443038
4,0.870983446932814
4,0.8661148977604674
4,0.8683868873742292
4,0.8693605972086985
4,0.8838039597533268
4,0.8875365141187926
4,0.8667640376501136
4,0.8777994157740994
4,0.8653034728984096
4,0.875365141187926
4,0.8847776695877961
4,0.8743914313534566
4,0.8740668614086335
4,0.8807205452775073
4,0.870983446932814
4,0.863356053229471
4,0.8847776695877961
4,0.8781239857189225
4,0.8803959753326842
4,0.877150275884453
4,0.8800714053878611
4,0.8769879909120415
4,0.8862382343395001
4,0.8727685816293411
4,0.8760142810775722
4,0.8776371308016878
4,0.8836416747809153
4,0.8777994157740994
4,0.8706588769879909
4,0.8820188250567997
4,0.8732554365465758
